"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"2","0.010263","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"3","0.010361","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"4","0.010414","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"5","0.010465","192.168.1.8","193.123.199.7","UDP","146","59479  >  8801 Len=104"
"6","0.030212","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"7","0.030397","192.168.1.8","193.123.199.7","UDP","308","59480  >  8801 Len=266"
"8","0.030482","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"9","0.030559","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"10","0.030607","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"11","0.030653","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"12","0.030698","192.168.1.8","193.123.199.7","UDP","142","59479  >  8801 Len=100"
"13","0.030740","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"14","0.049437","193.123.199.7","192.168.1.8","UDP","143","8801  >  59479 Len=101"
"15","0.049437","193.123.199.7","192.168.1.8","UDP","150","8801  >  59479 Len=108"
"16","0.049624","192.168.1.8","193.123.199.7","UDP","348","59480  >  8801 Len=306"
"17","0.049729","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"18","0.049784","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"19","0.049829","192.168.1.8","193.123.199.7","UDP","141","59479  >  8801 Len=99"
"20","0.057743","193.123.199.7","192.168.1.8","UDP","142","8801  >  59479 Len=100"
"21","0.059749","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"22","0.059855","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"23","0.059936","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"24","0.059983","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"25","0.070892","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"26","0.070999","192.168.1.8","193.123.199.7","UDP","142","59479  >  8801 Len=100"
"27","0.077015","193.123.199.7","192.168.1.8","UDP","142","8801  >  59479 Len=100"
"28","0.077179","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"29","0.077268","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"30","0.077319","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"31","0.077368","192.168.1.8","193.123.199.7","UDP","116","59479  >  8801 Len=74"
"32","0.087851","192.168.1.8","193.123.199.7","UDP","311","59480  >  8801 Len=269"
"33","0.087950","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"34","0.088003","192.168.1.8","193.123.199.7","UDP","141","59479  >  8801 Len=99"
"35","0.098071","193.123.199.7","192.168.1.8","UDP","140","8801  >  59479 Len=98"
"36","0.100962","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"37","0.100962","193.123.199.7","192.168.1.8","TCP","60","443  >  51901 [ACK] Seq=1 Ack=1 Win=16 Len=0"
"38","0.101150","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"39","0.101262","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"40","0.111488","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"41","0.111605","192.168.1.8","193.123.199.7","UDP","140","59479  >  8801 Len=98"
"42","0.119094","193.123.199.7","192.168.1.8","UDP","143","8801  >  59479 Len=101"
"43","0.130172","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"44","0.130274","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"45","0.130324","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"46","0.130376","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"47","0.130422","192.168.1.8","193.123.199.7","UDP","141","59479  >  8801 Len=99"
"48","0.139085","193.123.199.7","192.168.1.8","UDP","150","8801  >  59479 Len=108"
"49","0.144353","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"50","0.144478","192.168.1.8","193.123.199.7","UDP","1101","59480  >  8801 Len=1059"
"51","0.144561","192.168.1.8","193.123.199.7","UDP","1100","59480  >  8801 Len=1058"
"52","0.144615","192.168.1.8","193.123.199.7","UDP","1100","59480  >  8801 Len=1058"
"53","0.144662","192.168.1.8","193.123.199.7","UDP","130","59479  >  8801 Len=88"
"54","0.165647","193.123.199.7","192.168.1.8","UDP","161","8801  >  59479 Len=119"
"55","0.165647","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"56","0.175888","192.168.1.8","193.123.199.7","UDP","1100","59480  >  8801 Len=1058"
"57","0.176143","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"58","0.176294","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"59","0.176429","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"60","0.176556","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"61","0.179821","193.123.199.7","192.168.1.8","UDP","155","8801  >  59479 Len=113"
"62","0.190809","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"63","0.191030","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"64","0.191169","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"65","0.197182","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"66","0.201180","193.123.199.7","192.168.1.8","UDP","151","8801  >  59479 Len=109"
"67","0.211547","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"68","0.211644","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"69","0.211693","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"70","0.211738","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"71","0.211782","192.168.1.8","193.123.199.7","UDP","311","59480  >  8801 Len=269"
"72","0.214014","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"73","0.221212","193.123.199.7","192.168.1.8","UDP","144","8801  >  59479 Len=102"
"74","0.231435","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"75","0.231534","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"76","0.231588","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"77","0.242515","193.123.199.7","192.168.1.8","UDP","145","8801  >  59479 Len=103"
"78","0.252721","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"79","0.252947","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"80","0.253084","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"81","0.253212","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"82","0.253335","192.168.1.8","193.123.199.7","UDP","130","59479  >  8801 Len=88"
"83","0.258975","193.123.199.7","192.168.1.8","UDP","187","8801  >  59480 Len=145"
"84","0.258975","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"85","0.259358","192.168.1.8","193.123.199.7","UDP","69","59480  >  8801 Len=27"
"86","0.259561","192.168.1.8","193.123.199.7","UDP","1093","59480  >  8801 Len=1051"
"87","0.259705","192.168.1.8","193.123.199.7","UDP","1093","59480  >  8801 Len=1051"
"88","0.259836","192.168.1.8","193.123.199.7","UDP","1093","59480  >  8801 Len=1051"
"89","0.262521","193.123.199.7","192.168.1.8","UDP","145","8801  >  59479 Len=103"
"90","0.272827","192.168.1.8","193.123.199.7","UDP","1093","59480  >  8801 Len=1051"
"91","0.284139","193.123.199.7","192.168.1.8","UDP","149","8801  >  59479 Len=107"
"92","0.294542","192.168.1.8","193.123.199.7","UDP","1093","59480  >  8801 Len=1051"
"93","0.294661","192.168.1.8","193.123.199.7","UDP","1093","59480  >  8801 Len=1051"
"94","0.294728","192.168.1.8","193.123.199.7","UDP","1093","59480  >  8801 Len=1051"
"95","0.294790","192.168.1.8","193.123.199.7","UDP","1093","59480  >  8801 Len=1051"
"96","0.294849","192.168.1.8","193.123.199.7","UDP","312","59480  >  8801 Len=270"
"97","0.303432","193.123.199.7","192.168.1.8","UDP","155","8801  >  59479 Len=113"
"98","0.307065","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"99","0.307204","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"100","0.307282","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"101","0.307332","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"102","0.324729","193.123.199.7","192.168.1.8","UDP","160","8801  >  59479 Len=118"
"103","0.335268","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"104","0.335364","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"105","0.335413","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"106","0.335458","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"107","0.335502","192.168.1.8","193.123.199.7","UDP","311","59480  >  8801 Len=269"
"108","0.339279","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"109","0.344372","193.123.199.7","192.168.1.8","UDP","162","8801  >  59479 Len=120"
"110","0.344548","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"111","0.344657","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"112","0.344725","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"113","0.344779","192.168.1.8","193.123.199.7","UDP","130","59479  >  8801 Len=88"
"114","0.366070","193.123.199.7","192.168.1.8","UDP","178","8801  >  59479 Len=136"
"115","0.376433","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"116","0.376547","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"117","0.376609","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"118","0.376654","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"119","0.376701","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"120","0.385490","193.123.199.7","192.168.1.8","UDP","264","8801  >  59479 Len=222"
"121","0.385652","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"122","0.385746","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"123","0.385802","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"124","0.385843","192.168.1.8","193.123.199.7","UDP","160","59479  >  8801 Len=118"
"125","0.385887","192.168.1.8","193.123.199.7","UDP","116","59479  >  8801 Len=74"
"126","0.389639","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"127","0.394052","fe80::38aa:5e52:cc9c:4592","fe80::1","ICMPv6","86","Neighbor Solicitation for fe80::1 from ac:ed:5c:b6:4d:42"
"128","0.396248","fe80::1","fe80::38aa:5e52:cc9c:4592","ICMPv6","78","Neighbor Advertisement fe80::1 (rtr, sol)"
"129","0.405961","193.123.199.7","192.168.1.8","UDP","269","8801  >  59479 Len=227"
"130","0.406328","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"131","0.406571","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"132","0.406710","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"133","0.406991","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"134","0.407339","192.168.1.8","193.123.199.7","UDP","173","59479  >  8801 Len=131"
"135","0.419909","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"136","0.426161","193.123.199.7","192.168.1.8","UDP","249","8801  >  59479 Len=207"
"137","0.426498","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"138","0.426756","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"139","0.426974","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"140","0.427173","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"141","0.427317","192.168.1.8","193.123.199.7","UDP","268","59479  >  8801 Len=226"
"142","0.447918","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"143","0.448018","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"144","0.448076","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"145","0.448127","192.168.1.8","193.123.199.7","UDP","281","59479  >  8801 Len=239"
"146","0.448259","193.123.199.7","192.168.1.8","UDP","156","8801  >  59479 Len=114"
"147","0.448259","193.123.199.7","192.168.1.8","UDP","173","8801  >  59479 Len=131"
"148","0.462043","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"149","0.471927","192.168.1.8","193.123.199.7","UDP","1086","59480  >  8801 Len=1044"
"150","0.472150","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"151","0.472202","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"152","0.472248","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"153","0.472292","192.168.1.8","193.123.199.7","UDP","106","59479  >  8801 Len=64"
"154","0.472332","192.168.1.8","193.123.199.7","UDP","272","59479  >  8801 Len=230"
"155","0.472374","192.168.1.8","193.123.199.7","UDP","202","59480  >  8801 Len=160"
"156","0.472431","192.168.1.8","193.123.199.7","UDP","104","59480  >  8801 Len=62"
"157","0.477855","193.123.199.7","192.168.1.8","UDP","173","8801  >  59479 Len=131"
"158","0.488941","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"159","0.489040","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"160","0.489088","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"161","0.489129","192.168.1.8","193.123.199.7","UDP","104","59480  >  8801 Len=62"
"162","0.489172","192.168.1.8","193.123.199.7","UDP","258","59479  >  8801 Len=216"
"163","0.498725","193.123.199.7","192.168.1.8","UDP","176","8801  >  59479 Len=134"
"164","0.502754","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"165","0.502981","192.168.1.8","193.123.199.7","UDP","354","59480  >  8801 Len=312"
"166","0.503123","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"167","0.503203","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"168","0.503266","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"169","0.504362","193.123.199.7","192.168.1.8","UDP","106","8801  >  59479 Len=64"
"170","0.504543","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"171","0.504833","192.168.1.8","193.123.199.7","UDP","231","59479  >  8801 Len=189"
"172","0.514675","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"173","0.514784","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"174","0.514834","192.168.1.8","193.123.199.7","UDP","598","59480  >  8801 Len=556"
"175","0.514879","192.168.1.8","193.123.199.7","UDP","598","59480  >  8801 Len=556"
"176","0.514921","192.168.1.8","193.123.199.7","UDP","104","59480  >  8801 Len=62"
"177","0.518590","193.123.199.7","192.168.1.8","UDP","287","8801  >  59479 Len=245"
"178","0.529102","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"179","0.529198","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"180","0.529250","192.168.1.8","193.123.199.7","UDP","140","59479  >  8801 Len=98"
"181","0.529296","192.168.1.8","193.123.199.7","UDP","104","59480  >  8801 Len=62"
"182","0.531893","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"183","0.549031","193.123.199.7","192.168.1.8","UDP","186","8801  >  59480 Len=144"
"184","0.549224","192.168.1.8","193.123.199.7","UDP","1093","59480  >  8801 Len=1051"
"185","0.549316","192.168.1.8","193.123.199.7","UDP","1093","59480  >  8801 Len=1051"
"186","0.549368","192.168.1.8","193.123.199.7","UDP","1093","59480  >  8801 Len=1051"
"187","0.549414","192.168.1.8","193.123.199.7","UDP","1093","59480  >  8801 Len=1051"
"188","0.549459","192.168.1.8","193.123.199.7","UDP","138","59479  >  8801 Len=96"
"189","0.560559","193.123.199.7","192.168.1.8","UDP","269","8801  >  59479 Len=227"
"190","0.560559","193.123.199.7","192.168.1.8","UDP","151","8801  >  59479 Len=109"
"191","0.560853","192.168.1.8","193.123.199.7","UDP","1093","59480  >  8801 Len=1051"
"192","0.561323","192.168.1.8","193.123.199.7","UDP","1093","59480  >  8801 Len=1051"
"193","0.561432","192.168.1.8","193.123.199.7","UDP","1093","59480  >  8801 Len=1051"
"194","0.570699","192.168.1.8","193.123.199.7","UDP","138","59479  >  8801 Len=96"
"195","0.570800","192.168.1.8","193.123.199.7","UDP","112","59480  >  8801 Len=70"
"196","0.573643","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"197","0.580386","193.123.199.7","192.168.1.8","UDP","154","8801  >  59479 Len=112"
"198","0.580572","192.168.1.8","193.123.199.7","UDP","323","59480  >  8801 Len=281"
"199","0.580656","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"200","0.580706","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"201","0.580754","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"202","0.580798","192.168.1.8","193.123.199.7","UDP","104","59480  >  8801 Len=62"
"203","0.591148","192.168.1.8","193.123.199.7","UDP","139","59479  >  8801 Len=97"
"204","0.591262","192.168.1.8","193.123.199.7","UDP","457","59480  >  8801 Len=415"
"205","0.591314","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"206","0.591359","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"207","0.601206","193.123.199.7","192.168.1.8","UDP","147","8801  >  59479 Len=105"
"208","0.603616","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"209","0.603943","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"210","0.604140","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"211","0.613787","192.168.1.8","193.123.199.7","UDP","143","59479  >  8801 Len=101"
"212","0.620967","193.123.199.7","192.168.1.8","UDP","150","8801  >  59479 Len=108"
"213","0.621309","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"214","0.621500","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"215","0.621607","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"216","0.621695","192.168.1.8","193.123.199.7","UDP","104","59480  >  8801 Len=62"
"217","0.621782","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"218","0.631995","192.168.1.8","193.123.199.7","UDP","139","59479  >  8801 Len=97"
"219","0.634265","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"220","0.643691","193.123.199.7","192.168.1.8","UDP","147","8801  >  59479 Len=105"
"221","0.643852","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"222","0.643936","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"223","0.643987","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"224","0.644033","192.168.1.8","193.123.199.7","UDP","312","59480  >  8801 Len=270"
"225","0.644074","192.168.1.8","193.123.199.7","UDP","130","59479  >  8801 Len=88"
"226","0.645872","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"227","0.658469","193.123.199.7","192.168.1.8","UDP","130","8801  >  59478 Len=88"
"228","0.662936","193.123.199.7","192.168.1.8","UDP","143","8801  >  59479 Len=101"
"229","0.663113","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"230","0.663235","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"231","0.663292","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"232","0.663346","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"233","0.663389","192.168.1.8","193.123.199.7","UDP","104","59480  >  8801 Len=62"
"234","0.683021","193.123.199.7","192.168.1.8","UDP","145","8801  >  59479 Len=103"
"235","0.683234","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"236","0.683329","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"237","0.683376","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"238","0.683419","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"239","0.683458","192.168.1.8","193.123.199.7","UDP","104","59480  >  8801 Len=62"
"240","0.686194","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"241","0.703479","193.123.199.7","192.168.1.8","UDP","143","8801  >  59479 Len=101"
"242","0.708905","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"243","0.709104","192.168.1.8","193.123.199.7","UDP","393","59480  >  8801 Len=351"
"244","0.709216","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"245","0.709268","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"246","0.709315","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"247","0.709366","192.168.1.8","193.123.199.7","UDP","116","59479  >  8801 Len=74"
"248","0.719047","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"249","0.719159","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"250","0.719207","192.168.1.8","193.123.199.7","UDP","104","59480  >  8801 Len=62"
"251","0.724037","193.123.199.7","192.168.1.8","UDP","145","8801  >  59479 Len=103"
"252","0.734035","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"253","0.734145","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"254","0.734198","192.168.1.8","193.123.199.7","UDP","104","59480  >  8801 Len=62"
"255","0.737113","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"256","0.745468","193.123.199.7","192.168.1.8","UDP","164","8801  >  59479 Len=122"
"257","0.745629","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"258","0.745712","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"259","0.745760","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"260","0.745804","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"261","0.745846","192.168.1.8","193.123.199.7","UDP","130","59479  >  8801 Len=88"
"262","0.748486","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"263","0.765501","193.123.199.7","192.168.1.8","UDP","162","8801  >  59479 Len=120"
"264","0.765636","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"265","0.765721","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"266","0.765770","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"267","0.765814","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"268","0.765856","192.168.1.8","193.123.199.7","UDP","104","59480  >  8801 Len=62"
"269","0.785034","193.123.199.7","192.168.1.8","UDP","168","8801  >  59479 Len=126"
"270","0.785224","192.168.1.8","193.123.199.7","UDP","1018","59480  >  8801 Len=976"
"271","0.785324","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"272","0.785378","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"273","0.785428","192.168.1.8","193.123.199.7","UDP","104","59480  >  8801 Len=62"
"274","0.798526","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"275","0.806474","193.123.199.7","192.168.1.8","UDP","150","8801  >  59479 Len=108"
"276","0.806677","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"277","0.806773","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"278","0.806835","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"279","0.806890","192.168.1.8","193.123.199.7","UDP","1085","59480  >  8801 Len=1043"
"280","0.809062","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"281","0.819926","192.168.1.8","193.123.199.7","UDP","1064","59480  >  8801 Len=1022"
"282","0.820023","192.168.1.8","193.123.199.7","UDP","104","59480  >  8801 Len=62"
"283","0.827343","193.123.199.7","192.168.1.8","UDP","139","8801  >  59479 Len=97"
"284","0.837856","192.168.1.8","193.123.199.7","UDP","1064","59480  >  8801 Len=1022"
"285","0.837981","192.168.1.8","193.123.199.7","UDP","1064","59480  >  8801 Len=1022"
"286","0.838047","192.168.1.8","193.123.199.7","UDP","1064","59480  >  8801 Len=1022"
"287","0.848837","192.168.1.8","193.123.199.7","UDP","1064","59480  >  8801 Len=1022"
"288","0.848934","192.168.1.8","193.123.199.7","UDP","1064","59480  >  8801 Len=1022"
"289","0.848985","192.168.1.8","193.123.199.7","UDP","1064","59480  >  8801 Len=1022"
"290","0.849031","192.168.1.8","193.123.199.7","UDP","130","59479  >  8801 Len=88"
"291","0.851884","193.123.199.7","192.168.1.8","UDP","141","8801  >  59479 Len=99"
"292","0.851884","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"293","0.852110","192.168.1.8","193.123.199.7","UDP","1064","59480  >  8801 Len=1022"
"294","0.852196","192.168.1.8","193.123.199.7","UDP","1064","59480  >  8801 Len=1022"
"295","0.862592","192.168.1.8","193.123.199.7","UDP","1064","59480  >  8801 Len=1022"
"296","0.862708","192.168.1.8","193.123.199.7","UDP","1064","59480  >  8801 Len=1022"
"297","0.862756","192.168.1.8","193.123.199.7","UDP","104","59480  >  8801 Len=62"
"298","0.864394","193.123.199.7","192.168.1.8","UDP","187","8801  >  59480 Len=145"
"299","0.864394","193.123.199.7","192.168.1.8","UDP","139","8801  >  59479 Len=97"
"300","0.871975","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"301","0.877696","193.123.199.7","192.168.1.8","UDP","140","8801  >  59479 Len=98"
"302","0.887143","192.168.1.8","193.123.199.7","UDP","1072","59480  >  8801 Len=1030"
"303","0.887252","192.168.1.8","193.123.199.7","UDP","1072","59480  >  8801 Len=1030"
"304","0.887308","192.168.1.8","193.123.199.7","UDP","1072","59480  >  8801 Len=1030"
"305","0.887353","192.168.1.8","193.123.199.7","UDP","320","59480  >  8801 Len=278"
"306","0.887396","192.168.1.8","193.123.199.7","UDP","1093","59480  >  8801 Len=1051"
"307","0.891837","193.123.199.7","192.168.1.8","UDP","69","8801  >  59480 Len=27"
"308","0.898247","193.123.199.7","192.168.1.8","UDP","148","8801  >  59479 Len=106"
